"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"06/07/2026";"0900";"23,8";"23,9";"23,5";"100,0";"100,0";"100,0";"23,8";"23,9";"23,5";"1002,7";"1002,7";"1002,2";"0,0";"";"0,0";"";"0,0"
"06/07/2026";"1000";"24,0";"24,0";"23,8";"100,0";"100,0";"100,0";"24,0";"24,0";"23,8";"1002,8";"1002,8";"1002,7";"0,0";"";"0,0";"59,00";"0,0"
"06/07/2026";"1100";"24,8";"24,9";"24,0";"100,0";"100,0";"100,0";"24,8";"24,9";"24,0";"1003,4";"1003,4";"1002,8";"0,0";"";"0,0";"371,00";"0,0"
"06/07/2026";"1200";"26,4";"26,4";"24,8";"97,0";"100,0";"96,0";"26,0";"26,0";"24,8";"1003,6";"1003,6";"1003,4";"2,9";"";"4,8";"1239,10";"0,0"
"06/07/2026";"1300";"28,1";"28,2";"26,4";"85,0";"98,0";"83,0";"25,3";"25,9";"24,7";"1003,6";"1003,6";"1003,5";"3,0";"";"5,5";"2082,30";"0,0"
"06/07/2026";"1400";"28,9";"29,6";"28,1";"83,0";"86,0";"76,0";"25,7";"25,8";"24,8";"1003,3";"1003,6";"1003,3";"1,5";"";"6,0";"2405,90";"0,0"
"06/07/2026";"1500";"30,3";"30,6";"28,9";"75,0";"86,0";"73,0";"25,4";"26,5";"24,9";"1002,8";"1003,3";"1002,8";"2,4";"";"5,6";"2445,50";"0,0"
"06/07/2026";"1600";"31,7";"31,7";"30,2";"67,0";"77,0";"67,0";"24,7";"26,1";"24,6";"1002,1";"1002,8";"1002,1";"3,3";"";"6,1";"3063,60";"0,0"
"06/07/2026";"1700";"31,7";"32,0";"30,9";"67,0";"73,0";"65,0";"24,7";"25,7";"23,8";"1001,4";"1002,1";"1001,4";"3,6";"";"6,3";"2627,40";"0,0"
"06/07/2026";"1800";"32,1";"32,4";"31,5";"64,0";"69,0";"62,0";"24,4";"25,3";"23,8";"1000,7";"1001,4";"1000,7";"3,1";"";"6,9";"2325,00";"0,0"
"06/07/2026";"1900";"32,2";"32,5";"31,8";"67,0";"68,0";"62,0";"25,1";"25,4";"23,8";"1000,1";"1000,7";"1000,1";"1,8";"";"5,7";"1898,40";"0,0"
"06/07/2026";"2000";"31,5";"32,1";"31,5";"67,0";"69,0";"63,0";"24,7";"25,1";"23,9";"1000,1";"1000,1";"999,9";"1,4";"";"5,0";"1202,00";"0,0"
"06/07/2026";"2100";"30,4";"31,6";"30,4";"76,0";"76,0";"67,0";"25,7";"25,7";"24,9";"1000,3";"1000,3";"1000,0";"1,2";"";"3,6";"378,30";"0,0"
"06/07/2026";"2200";"27,9";"30,4";"27,9";"90,0";"90,0";"76,0";"26,1";"26,6";"25,6";"1001,1";"1001,1";"1000,3";"1,3";"";"2,6";"7,60";"0,0"
"06/07/2026";"2300";"27,2";"27,9";"27,1";"94,0";"95,0";"89,0";"26,2";"26,3";"25,9";"1002,0";"1002,0";"1001,1";"0,1";"";"2,6";"";"0,0"
"07/07/2026";"0000";"26,9";"27,2";"26,7";"96,0";"99,0";"93,0";"26,2";"26,4";"25,7";"1002,9";"1002,9";"1002,0";"0,5";"";"2,4";"";"0,0"
"07/07/2026";"0100";"26,1";"26,9";"26,0";"100,0";"100,0";"94,0";"26,0";"26,1";"25,7";"1003,3";"1003,3";"1002,9";"0,0";"";"2,0";"";"0,0"
"07/07/2026";"0200";"25,9";"26,1";"25,7";"100,0";"100,0";"98,0";"25,9";"26,0";"25,5";"1003,3";"1003,4";"1003,3";"0,0";"";"0,7";"";"0,0"
"07/07/2026";"0300";"25,2";"25,9";"25,2";"100,0";"100,0";"100,0";"25,2";"25,8";"25,2";"1003,6";"1003,6";"1003,3";"0,0";"";"1,5";"";"0,0"
"07/07/2026";"0400";"25,0";"25,4";"25,0";"100,0";"100,0";"99,0";"25,0";"25,4";"24,9";"1003,1";"1003,6";"1003,1";"0,5";"";"2,1";"";"0,0"
"07/07/2026";"0500";"24,5";"25,0";"24,5";"100,0";"100,0";"100,0";"24,5";"25,0";"24,5";"1002,8";"1003,1";"1002,8";"0,8";"";"2,0";"";"0,0"
"07/07/2026";"0600";"24,1";"24,5";"24,1";"100,0";"100,0";"100,0";"24,1";"24,5";"24,1";"1002,4";"1002,8";"1002,4";"1,2";"";"2,4";"";"0,0"
"07/07/2026";"0700";"23,9";"24,1";"23,9";"100,0";"100,0";"100,0";"23,9";"24,1";"23,9";"1002,2";"1002,5";"1002,2";"1,1";"";"2,4";"";"0,0"
"07/07/2026";"0800";"23,5";"23,9";"23,5";"100,0";"100,0";"100,0";"23,5";"23,9";"23,5";"1002,5";"1002,5";"1002,2";"0,0";"";"1,6";"";"0,0"
"07/07/2026";"0900";"23,2";"23,5";"23,2";"100,0";"100,0";"100,0";"23,2";"23,5";"23,2";"1002,9";"1002,9";"1002,4";"0,0";"";"1,3";"";"0,0"
"07/07/2026";"1000";"23,3";"23,6";"23,0";"100,0";"100,0";"100,0";"23,3";"23,6";"23,0";"1003,4";"1003,4";"1002,9";"0,0";"";"0,0";"120,30";"0,0"
"07/07/2026";"1100";"24,8";"24,8";"23,3";"100,0";"100,0";"99,0";"24,7";"24,8";"23,3";"1004,1";"1004,1";"1003,4";"0,3";"";"1,7";"755,40";"0,0"
"07/07/2026";"1200";"26,4";"26,4";"24,8";"93,0";"100,0";"92,0";"25,2";"25,4";"24,7";"1004,5";"1004,5";"1004,1";"1,8";"";"2,9";"1456,70";"0,0"
"07/07/2026";"1300";"28,4";"28,5";"26,3";"80,0";"93,0";"79,0";"24,6";"25,4";"24,0";"1004,7";"1004,8";"1004,5";"2,1";"";"4,3";"2260,10";"0,0"
"07/07/2026";"1400";"30,1";"30,1";"28,4";"72,0";"82,0";"71,0";"24,4";"25,4";"24,1";"1004,1";"1004,7";"1004,1";"2,3";"";"4,7";"2697,00";"0,0"
"07/07/2026";"1500";"30,3";"31,3";"30,1";"71,0";"73,0";"67,0";"24,5";"25,3";"23,9";"1003,7";"1004,1";"1003,7";"2,0";"";"4,9";"2616,90";"0,0"
"07/07/2026";"1600";"31,6";"31,8";"30,2";"64,0";"74,0";"63,0";"23,9";"25,3";"23,9";"1002,8";"1003,7";"1002,8";"2,1";"";"6,0";"2550,40";"0,0"
"07/07/2026";"1700";"31,9";"32,7";"31,5";"66,0";"66,0";"59,0";"24,7";"24,9";"23,6";"1001,9";"1002,8";"1001,9";"2,8";"";"6,1";"2877,10";"0,0"
"07/07/2026";"1800";"32,5";"32,9";"31,7";"56,0";"68,0";"56,0";"22,7";"25,2";"22,7";"1001,1";"1001,9";"1001,1";"2,2";"";"5,8";"2330,30";"0,0"
"07/07/2026";"1900";"32,2";"33,1";"32,1";"63,0";"65,0";"55,0";"24,2";"25,0";"22,6";"1000,4";"1001,1";"1000,4";"2,4";"";"6,2";"1964,10";"0,0"
"07/07/2026";"2000";"30,9";"32,2";"30,9";"71,0";"71,0";"61,0";"25,1";"25,1";"23,6";"1000,5";"1000,5";"1000,4";"0,9";"";"4,9";"804,00";"0,0"
"07/07/2026";"2100";"29,6";"31,5";"29,6";"79,0";"80,0";"65,0";"25,6";"25,8";"24,1";"1000,9";"1000,9";"1000,5";"1,0";"";"3,4";"373,00";"0,0"
"07/07/2026";"2200";"27,9";"29,6";"27,9";"88,0";"88,0";"79,0";"25,6";"26,0";"25,5";"1001,6";"1001,6";"1000,9";"1,6";"";"2,9";"5,90";"0,0"
"07/07/2026";"2300";"27,0";"27,9";"27,0";"92,0";"93,0";"88,0";"25,6";"26,1";"25,4";"1002,1";"1002,1";"1001,6";"0,2";"";"2,5";"";"0,0"
"08/07/2026";"0000";"26,0";"27,0";"26,0";"98,0";"98,0";"91,0";"25,7";"25,8";"25,2";"1003,1";"1003,1";"1002,1";"0,2";"";"2,7";"";"0,0"
"08/07/2026";"0100";"26,1";"26,3";"25,7";"94,0";"100,0";"94,0";"25,1";"25,9";"25,1";"1004,0";"1004,0";"1003,1";"0,0";"";"1,9";"";"0,0"
"08/07/2026";"0200";"25,5";"26,1";"25,3";"99,0";"100,0";"94,0";"25,3";"25,5";"25,1";"1004,5";"1004,5";"1004,0";"0,9";"";"4,0";"";"0,0"
"08/07/2026";"0300";"25,4";"25,5";"25,3";"98,0";"100,0";"97,0";"25,1";"25,3";"25,1";"1004,0";"1004,5";"1004,0";"0,7";"";"2,1";"";"0,0"
"08/07/2026";"0400";"24,8";"25,4";"24,8";"100,0";"100,0";"98,0";"24,8";"25,2";"24,8";"1003,5";"1004,0";"1003,5";"1,0";"";"2,4";"";"0,0"
"08/07/2026";"0500";"24,3";"24,8";"24,3";"100,0";"100,0";"100,0";"24,3";"24,8";"24,3";"1002,8";"1003,5";"1002,8";"1,3";"";"1,8";"";"0,0"
"08/07/2026";"0600";"24,1";"24,3";"24,0";"100,0";"100,0";"100,0";"24,1";"24,3";"24,0";"1002,3";"1002,8";"1002,3";"1,2";"";"2,4";"";"0,0"
"08/07/2026";"0700";"23,8";"24,1";"23,8";"100,0";"100,0";"100,0";"23,8";"24,1";"23,8";"1002,4";"1002,4";"1002,2";"1,3";"";"2,6";"";"0,0"
"08/07/2026";"0800";"23,6";"23,8";"23,6";"100,0";"100,0";"100,0";"23,6";"23,8";"23,6";"1002,5";"1002,5";"1002,3";"0,3";"";"2,2";"";"0,0"
"08/07/2026";"0900";"23,4";"23,7";"23,4";"100,0";"100,0";"100,0";"23,4";"23,7";"23,4";"1002,8";"1002,8";"1002,5";"0,3";"";"1,5";"";"0,0"
"08/07/2026";"1000";"23,5";"23,5";"23,2";"100,0";"100,0";"100,0";"23,5";"23,5";"23,2";"1003,3";"1003,3";"1002,8";"0,0";"";"1,0";"83,80";"0,0"
"08/07/2026";"1100";"24,6";"24,6";"23,5";"100,0";"100,0";"100,0";"24,6";"24,6";"23,6";"1004,1";"1004,1";"1003,3";"0,6";"";"1,7";"543,70";"0,0"
"08/07/2026";"1200";"25,9";"25,9";"24,6";"95,0";"100,0";"95,0";"25,0";"25,8";"24,6";"1004,4";"1004,4";"1004,1";"1,5";"";"3,2";"1276,30";"0,0"
"08/07/2026";"1300";"28,3";"28,4";"25,8";"81,0";"96,0";"79,0";"24,6";"25,5";"24,5";"1004,2";"1004,5";"1004,2";"2,4";"";"5,5";"1987,00";"0,0"
"08/07/2026";"1400";"30,2";"30,3";"28,2";"71,0";"81,0";"69,0";"24,5";"25,0";"23,7";"1003,8";"1004,1";"1003,8";"2,6";"";"6,0";"2751,10";"0,0"
"08/07/2026";"1500";"30,4";"30,8";"29,7";"71,0";"76,0";"67,0";"24,5";"25,1";"23,8";"1003,5";"1003,9";"1003,5";"2,2";"";"7,2";"2019,50";"0,0"
"08/07/2026";"1600";"31,4";"32,2";"30,4";"67,0";"71,0";"60,0";"24,5";"24,7";"23,0";"1003,0";"1003,5";"1003,0";"2,7";"";"6,1";"2364,40";"0,0"
"08/07/2026";"1700";"31,9";"32,5";"31,4";"60,0";"68,0";"59,0";"23,3";"25,0";"23,2";"1002,1";"1003,0";"1002,1";"3,7";"";"7,0";"2761,40";"0,0"
"08/07/2026";"1800";"31,9";"32,6";"31,3";"66,0";"70,0";"59,0";"24,9";"25,2";"23,1";"1001,0";"1002,1";"1001,0";"1,0";"";"6,5";"2146,30";"0,0"
"08/07/2026";"1900";"32,0";"32,6";"31,1";"64,0";"68,0";"59,0";"24,3";"24,9";"22,9";"1000,7";"1001,0";"1000,6";"2,0";"";"5,4";"1402,90";"0,0"
"08/07/2026";"2000";"31,1";"32,3";"31,1";"70,0";"73,0";"58,0";"24,9";"25,9";"22,8";"1000,7";"1000,9";"1000,6";"1,5";"";"4,1";"1097,80";"0,0"
"08/07/2026";"2100";"30,1";"31,2";"30,1";"76,0";"76,0";"69,0";"25,5";"25,7";"24,6";"1001,6";"1001,6";"1000,7";"1,6";"";"2,6";"367,30";"0,0"
"08/07/2026";"2200";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"08/07/2026";"2300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
